timestamp_ms,class,x_min,y_min,x_max,y_max
7007.000000000001,person,361,1283,582,1751
7007.000000000001,car,992,1106,1618,1314
7007.000000000001,person,121,1308,327,1858
7007.000000000001,person,3602,1179,3703,1437
7007.000000000001,traffic light,2867,750,2988,1097
7007.000000000001,traffic light,2883,751,2977,1028
7007.000000000001,person,0,1279,135,1872
7007.000000000001,car,1988,1067,2468,1261
7007.000000000001,person,1125,988,1205,1166
7007.000000000001,person,2403,1235,2542,1518
7040.366666666668,car,2293,1914,3517,2147
7040.366666666668,traffic light,521,717,692,1095
7040.366666666668,person,367,1281,583,1751
7040.366666666668,car,958,1106,1587,1311
7040.366666666668,person,125,1306,331,1852
7040.366666666668,person,3601,1176,3703,1439
7040.366666666668,traffic light,2866,749,2989,1099
7040.366666666668,traffic light,2882,751,2978,1014
7040.366666666668,person,0,1277,142,1872
7040.366666666668,car,1960,1069,2444,1261
7040.366666666668,person,2412,1234,2564,1539
7040.366666666668,person,3465,1153,3558,1398
7073.733333333335,car,2293,1913,3515,2147
7073.733333333335,traffic light,520,715,692,1095
7073.733333333335,person,373,1279,585,1753
7073.733333333335,car,919,1109,1550,1309
7073.733333333335,person,130,1305,335,1854
7073.733333333335,person,3607,1180,3704,1440
7073.733333333335,traffic light,2866,748,2989,1100
7073.733333333335,traffic light,2882,750,2978,1008
7073.733333333335,person,0,1281,149,1867
7073.733333333335,car,1933,1066,2412,1260
7073.733333333335,person,2430,1231,2576,1530
7107.1,car,2293,1912,3515,2147
7107.1,traffic light,520,715,692,1096
7107.1,person,376,1280,586,1753
7107.1,car,884,1109,1520,1308
7107.1,person,130,1304,340,1854
7107.1,person,3609,1182,3704,1440
7107.1,traffic light,2866,748,2989,1100
7107.1,traffic light,2883,750,2978,995
7107.1,person,0,1206,154,1864
7107.1,car,1901,1062,2393,1263
7107.1,car,3276,1183,3447,1290
7107.1,person,3466,1154,3560,1400
7140.466666666667,car,2293,1911,3515,2148
7140.466666666667,traffic light,519,715,692,1095
7140.466666666667,person,377,1281,586,1750
7140.466666666667,car,851,1108,1488,1309
7140.466666666667,person,135,1305,344,1852
7140.466666666667,person,3615,1188,3703,1439
7140.466666666667,traffic light,2866,749,2989,1099
7140.466666666667,traffic light,2883,750,2978,982
7140.466666666667,person,0,1239,156,1862
7140.466666666667,car,1862,1060,2366,1262
7140.466666666667,car,3262,1186,3444,1290
7140.466666666667,person,3753,1171,3838,1446
7173.833333333334,car,2292,1910,3520,2145
7173.833333333334,traffic light,520,715,691,1094
7173.833333333334,person,383,1278,589,1750
7173.833333333334,car,813,1107,1454,1310
7173.833333333334,person,138,1301,347,1851
7173.833333333334,person,3615,1193,3704,1440
7173.833333333334,traffic light,2866,749,2988,1097
7173.833333333334,traffic light,2883,750,2977,1000
7173.833333333334,person,0,1287,156,1860
7173.833333333334,car,1832,1062,2346,1263
7173.833333333334,car,3242,1177,3446,1292
7173.833333333334,person,49,1312,167,1819
7173.833333333334,person,0,1401,123,1855
7173.833333333334,person,3751,1169,3838,1448
7173.833333333334,person,404,1099,527,1413
7173.833333333334,person,3462,1152,3557,1399
7207.200000000001,car,2292,1908,3524,2144
7207.200000000001,traffic light,520,715,691,1095
7207.200000000001,person,388,1278,589,1750
7207.200000000001,car,775,1105,1425,1311
7207.200000000001,person,148,1298,350,1851
7207.200000000001,person,3615,1195,3705,1440
7207.200000000001,traffic light,2867,750,2988,1096
7207.200000000001,traffic light,2883,751,2977,1013
7207.200000000001,person,8,1288,172,1816
7207.200000000001,car,1814,1061,2318,1263
7207.200000000001,car,3224,1163,3454,1293
7207.200000000001,person,55,1310,174,1798
7207.200000000001,person,0,1398,117,1851
7207.200000000001,person,3746,1171,3838,1447
7207.200000000001,person,402,1101,521,1422
7207.200000000001,person,2463,1241,2634,1544
7240.566666666667,car,2292,1907,3525,2143
7240.566666666667,traffic light,520,714,692,1095
7240.566666666667,person,394,1276,589,1749
7240.566666666667,car,751,1109,1390,1309
7240.566666666667,person,157,1296,353,1850
7240.566666666667,person,3618,1189,3709,1443
7240.566666666667,traffic light,2867,750,2988,1096
7240.566666666667,traffic light,2883,751,2978,1019
7240.566666666667,person,15,1297,178,1803
7240.566666666667,car,1794,1058,2293,1265
7240.566666666667,car,3206,1158,3451,1294
7240.566666666667,person,0,1396,106,1850
7240.566666666667,person,399,1101,517,1428
7240.566666666667,person,0,1258,148,1849
7240.566666666667,person,3464,1153,3558,1394
7273.933333333333,car,2292,1909,3526,2143
7273.933333333333,traffic light,520,715,691,1096
7273.933333333333,person,396,1277,591,1748
7273.933333333333,car,736,1111,1355,1308
7273.933333333333,person,163,1297,357,1848
7273.933333333333,person,3619,1191,3709,1444
7273.933333333333,traffic light,2867,749,2988,1096
7273.933333333333,traffic light,2883,750,2977,1015
7273.933333333333,person,12,1301,182,1812
7273.933333333333,car,1769,1053,2268,1261
7273.933333333333,car,3190,1155,3460,1293
7273.933333333333,person,0,1358,100,1840
7273.933333333333,person,394,1100,514,1432
7273.933333333333,person,0,1294,143,1847
7307.3,car,2292,1909,3525,2143
7307.3,traffic light,520,715,690,1097
7307.3,person,399,1279,595,1746
7307.3,car,722,1108,1321,1308
7307.3,person,168,1300,362,1844
7307.3,person,3618,1190,3709,1443
7307.3,traffic light,2867,750,2988,1096
7307.3,traffic light,2885,751,2976,966
7307.3,person,17,1307,185,1808
7307.3,car,1738,1055,2243,1263
7307.3,car,3179,1140,3498,1295
7307.3,person,390,1101,509,1438
7307.3,person,4,1291,151,1838
7307.3,traffic light,2885,752,2975,878
7307.3,person,2494,1250,2689,1577
7340.666666666667,car,2292,1909,3524,2143
7340.666666666667,traffic light,519,715,689,1096
7340.666666666667,person,402,1278,598,1745
7340.666666666667,car,728,1106,1288,1305
7340.666666666667,person,172,1306,367,1836
7340.666666666667,person,3621,1192,3711,1443
7340.666666666667,traffic light,2867,750,2988,1097
7340.666666666667,traffic light,2885,751,2976,973
7340.666666666667,person,16,1300,190,1812
7340.666666666667,car,1712,1054,2216,1259
7340.666666666667,car,3169,1135,3510,1298
7340.666666666667,person,387,1100,506,1447
7340.666666666667,traffic light,2885,752,2975,896
7340.666666666667,person,2505,1256,2691,1577
7374.033333333334,car,2291,1910,3524,2143
7374.033333333334,traffic light,520,715,690,1096
7374.033333333334,person,405,1278,608,1746
7374.033333333334,car,729,1108,1244,1305
7374.033333333334,person,179,1314,369,1832
7374.033333333334,person,3622,1192,3712,1443
7374.033333333334,traffic light,2867,750,2988,1097
7374.033333333334,traffic light,2885,751,2976,1008
7374.033333333334,person,22,1301,200,1814
7374.033333333334,car,1685,1052,2189,1262
7374.033333333334,car,3156,1137,3516,1302
7407.4,car,2290,1910,3524,2142
7407.4,traffic light,520,715,690,1096
7407.4,person,413,1285,614,1747
7407.4,car,733,1108,1214,1305
7407.4,person,186,1321,372,1818
7407.4,person,3624,1194,3711,1443
7407.4,traffic light,2868,751,2987,1095
7407.4,traffic light,2885,751,2976,1025
7407.4,person,26,1298,204,1807
7407.4,car,1657,1051,2161,1265
7407.4,car,3133,1139,3503,1299
7407.4,car,2056,1032,2221,1154
7407.4,person,3429,1147,3564,1395
7440.766666666666,car,2290,1909,3523,2142
7440.766666666666,traffic light,520,715,691,1096
7440.766666666666,person,428,1285,615,1746
7440.766666666666,car,742,1109,1186,1302
7440.766666666666,person,190,1322,377,1820
7440.766666666666,person,3622,1197,3710,1446
7440.766666666666,traffic light,2869,751,2987,1093
7440.766666666666,traffic light,2886,752,2975,991
7440.766666666666,person,30,1291,208,1802
7440.766666666666,car,1635,1051,2130,1264
7440.766666666666,car,3123,1143,3497,1303
7440.766666666666,car,2053,1034,2223,1155
7440.766666666666,person,3426,1138,3563,1397
7440.766666666666,person,374,1105,495,1437
7440.766666666666,traffic light,2886,753,2975,897
7440.766666666666,person,2555,1248,2723,1582
7474.133333333333,car,2290,1908,3523,2142
7474.133333333333,traffic light,520,715,692,1096
7474.133333333333,person,449,1248,615,1740
7474.133333333333,car,747,1111,1153,1298
7474.133333333333,person,195,1316,383,1812
7474.133333333333,person,3621,1197,3710,1445
7474.133333333333,traffic light,2872,751,2991,1092
7474.133333333333,traffic light,2886,752,2975,1015
7474.133333333333,person,39,1288,212,1795
7474.133333333333,car,1604,1051,2105,1264
7474.133333333333,car,3116,1142,3493,1302
7474.133333333333,car,2057,1035,2224,1156
7474.133333333333,person,3425,1137,3567,1398
7474.133333333333,person,368,1104,494,1438
7474.133333333333,person,2573,1251,2733,1582
7507.5,car,2291,1908,3523,2142
7507.5,traffic light,520,715,692,1096
7507.5,person,462,1262,611,1731
7507.5,car,741,1109,1119,1297
7507.5,person,198,1308,389,1804
7507.5,person,3623,1190,3716,1444
7507.5,traffic light,2874,750,2993,1094
7507.5,traffic light,2885,752,2975,1025
7507.5,person,46,1282,217,1791
7507.5,car,1577,1052,2083,1264
7507.5,car,3103,1143,3488,1313
7507.5,car,2060,1033,2225,1156
7507.5,person,3426,1138,3562,1402
7507.5,person,2582,1252,2736,1577
7507.5,person,1146,997,1203,1163
7540.866666666667,car,2291,1908,3523,2142
7540.866666666667,traffic light,521,715,691,1097
7540.866666666667,person,481,1271,610,1722
7540.866666666667,car,739,1108,1089,1300
7540.866666666667,person,202,1296,394,1797
7540.866666666667,person,3626,1193,3718,1445
7540.866666666667,traffic light,2874,750,2989,1072
7540.866666666667,traffic light,2885,752,2975,1003
7540.866666666667,person,53,1281,218,1789
7540.866666666667,car,1550,1052,2052,1263
7540.866666666667,car,3116,1145,3476,1321
7540.866666666667,car,2050,1031,2224,1156
7540.866666666667,person,3429,1133,3561,1403
7540.866666666667,person,2600,1254,2745,1578
7540.866666666667,car,3264,1146,3471,1331
7540.866666666667,person,1147,999,1203,1165
7540.866666666667,person,361,1102,489,1438
7574.233333333334,car,2291,1907,3523,2142
7574.233333333334,traffic light,520,715,695,1097
7574.233333333334,person,503,1272,615,1729
7574.233333333334,car,604,1109,1052,1304
7574.233333333334,person,204,1291,403,1791
7574.233333333334,person,3627,1191,3718,1445
7574.233333333334,traffic light,2876,751,2987,1060
7574.233333333334,person,51,1277,219,1790
7574.233333333334,car,1515,1049,2023,1266
7574.233333333334,car,3060,1143,3457,1310
7574.233333333334,car,2047,1029,2223,1156
7574.233333333334,person,3424,1147,3559,1398
7574.233333333334,person,2610,1251,2761,1584
7574.233333333334,person,1148,998,1204,1167
7574.233333333334,car,3037,1165,3334,1288
7574.233333333334,person,358,1095,491,1439
7607.6,car,2291,1908,3523,2142
7607.6,traffic light,521,715,698,1098
7607.6,car,580,1100,1018,1308
7607.6,person,209,1283,411,1787
7607.6,person,3629,1189,3715,1442
7607.6,traffic light,2871,751,2987,1075
7607.6,person,51,1274,225,1790
7607.6,car,1489,1050,1994,1265
7607.6,car,3039,1144,3445,1298
7607.6,car,2045,1029,2222,1157
7607.6,person,3454,1148,3558,1398
7607.6,person,1150,1000,1204,1167
7607.6,car,3024,1152,3332,1285
7607.6,person,355,1090,486,1440
7607.6,traffic light,2886,752,2975,1015
7640.966666666667,car,2291,1908,3523,2142
7640.966666666667,traffic light,522,715,698,1098
7640.966666666667,car,580,1101,987,1308
7640.966666666667,person,211,1276,414,1784
7640.966666666667,person,3631,1190,3715,1440
7640.966666666667,traffic light,2869,751,2987,1084
7640.966666666667,person,47,1267,229,1788
7640.966666666667,car,1467,1051,1963,1264
7640.966666666667,car,3024,1143,3433,1293
7640.966666666667,car,2033,1027,2222,1158
7640.966666666667,person,3448,1145,3559,1398
7640.966666666667,person,1150,1000,1204,1168
7640.966666666667,car,3004,1148,3316,1284
7640.966666666667,person,352,1093,477,1434
7640.966666666667,traffic light,2885,752,2976,1032
7674.333333333334,car,2291,1908,3522,2142
7674.333333333334,traffic light,523,715,700,1099
7674.333333333334,person,214,1256,408,1780
7674.333333333334,person,3629,1189,3718,1442
7674.333333333334,traffic light,2868,751,2987,1090
7674.333333333334,person,58,1270,235,1786
7674.333333333334,car,1432,1052,1934,1262
7674.333333333334,car,2994,1140,3428,1291
7674.333333333334,car,2031,1028,2221,1157
7674.333333333334,person,3456,1148,3559,1397
7674.333333333334,person,1151,999,1217,1170
7674.333333333334,person,344,1094,473,1429
7674.333333333334,traffic light,2884,752,2976,1032
7674.333333333334,person,2638,1260,2798,1590
7707.7,car,2292,1909,3523,2142
7707.7,traffic light,522,715,698,1100
7707.7,person,219,1255,407,1780
7707.7,person,3635,1185,3721,1440
7707.7,traffic light,2868,750,2987,1093
7707.7,person,72,1271,242,1791
7707.7,car,1397,1049,1904,1265
7707.7,car,2969,1139,3397,1294
7707.7,car,2033,1028,2220,1157
7707.7,person,3456,1146,3564,1396
7707.7,person,1154,998,1222,1172
7707.7,person,337,1089,470,1436
7707.7,traffic light,2884,752,2977,1016
7707.7,person,2646,1275,2806,1592
7707.7,car,1859,959,1960,1057
7741.066666666667,car,2292,1911,3523,2143
7741.066666666667,traffic light,523,718,692,1099
7741.066666666667,person,225,1245,415,1778
7741.066666666667,person,3638,1182,3725,1440
7741.066666666667,traffic light,2867,750,2988,1096
7741.066666666667,person,83,1273,252,1790
7741.066666666667,car,1369,1046,1876,1265
7741.066666666667,car,2948,1135,3376,1296
7741.066666666667,car,2033,1029,2220,1157
7741.066666666667,person,3450,1150,3565,1396
7741.066666666667,person,332,1086,466,1435
7741.066666666667,traffic light,2883,751,2977,1004
7741.066666666667,person,2656,1265,2823,1587
7741.066666666667,car,1859,961,1961,1059
7774.433333333333,car,2291,1912,3523,2143
7774.433333333333,traffic light,522,717,693,1099
7774.433333333333,person,229,1243,424,1775
7774.433333333333,person,3643,1179,3729,1440
7774.433333333333,traffic light,2866,750,2988,1096
7774.433333333333,person,91,1270,253,1785
7774.433333333333,car,1345,1028,1850,1262
7774.433333333333,car,2929,1134,3353,1295
7774.433333333333,car,2035,1030,2221,1157
7774.433333333333,person,3438,1148,3561,1397
7774.433333333333,car,1858,960,1961,1060
7774.433333333333,person,0,1182,85,1562
7774.433333333333,traffic light,2885,750,2976,882
7774.433333333333,car,2933,1161,3246,1284
7774.433333333333,person,1151,1001,1216,1175
7807.8,car,2292,1912,3523,2143
7807.8,traffic light,521,717,691,1097
7807.8,person,232,1237,433,1773
7807.8,person,3643,1178,3731,1442
7807.8,traffic light,2870,750,2988,1079
7807.8,person,89,1234,257,1781
7807.8,car,1320,1035,1819,1260
7807.8,car,2914,1135,3333,1297
7807.8,car,2033,1030,2221,1157
7807.8,person,3431,1148,3559,1397
7807.8,car,1858,961,1960,1060
7807.8,person,0,1188,82,1561
7807.8,traffic light,2885,751,2975,882
7807.8,person,1150,1001,1215,1178
7807.8,car,3184,1152,3517,1357
7841.166666666667,car,2292,1910,3523,2143
7841.166666666667,traffic light,520,716,690,1096
7841.166666666667,person,239,1244,440,1775
7841.166666666667,person,3646,1175,3732,1442
7841.166666666667,traffic light,2871,750,2988,1062
7841.166666666667,person,100,1250,268,1769
7841.166666666667,car,1284,1024,1796,1263
7841.166666666667,car,2895,1131,3335,1291
7841.166666666667,car,2033,1030,2221,1157
7841.166666666667,person,3428,1149,3558,1396
7841.166666666667,car,1858,960,1961,1060
7841.166666666667,person,0,1201,83,1556
7841.166666666667,traffic light,2886,751,2975,873
7841.166666666667,person,1148,1003,1212,1179
7841.166666666667,car,3168,1153,3515,1364
7874.533333333334,car,2292,1910,3522,2143
7874.533333333334,traffic light,519,715,689,1096
7874.533333333334,person,249,1256,436,1779
7874.533333333334,person,3644,1181,3734,1443
7874.533333333334,traffic light,2872,751,2988,1050
7874.533333333334,person,96,1261,272,1759
7874.533333333334,car,1253,1038,1767,1261
7874.533333333334,car,2881,1131,3331,1288
7874.533333333334,car,2034,1030,2220,1157
7874.533333333334,person,3435,1152,3561,1397
7874.533333333334,car,1858,959,1961,1060
7874.533333333334,person,0,1199,84,1553
7874.533333333334,traffic light,2886,752,2975,891
7874.533333333334,person,1147,1001,1211,1177
7874.533333333334,car,3158,1158,3538,1369
7907.900000000001,car,2291,1910,3522,2143
7907.900000000001,traffic light,521,714,689,1096
7907.900000000001,person,255,1262,441,1776
7907.900000000001,person,3645,1183,3741,1445
7907.900000000001,traffic light,2873,750,2989,1044
7907.900000000001,person,101,1266,274,1755
7907.900000000001,car,1221,1045,1737,1262
7907.900000000001,car,2869,1132,3293,1287
7907.900000000001,car,2035,1030,2220,1157
7907.900000000001,person,3444,1153,3562,1398
7907.900000000001,car,1857,959,1961,1061
7907.900000000001,person,0,1190,85,1548
7907.900000000001,traffic light,2886,751,2975,891
7907.900000000001,car,3145,1162,3488,1368
7907.900000000001,car,1442,952,1788,1173
7941.266666666667,car,2291,1909,3521,2143
7941.266666666667,traffic light,521,714,687,1094
7941.266666666667,person,256,1262,447,1773
7941.266666666667,person,3640,1183,3742,1444
7941.266666666667,traffic light,2873,751,2989,1050
7941.266666666667,person,105,1266,277,1749
7941.266666666667,car,1185,1047,1704,1263
7941.266666666667,car,2859,1132,3272,1288
7941.266666666667,car,2041,1031,2220,1157
7941.266666666667,person,3453,1150,3562,1397
7941.266666666667,car,1857,958,1962,1061
7941.266666666667,person,0,1185,80,1546
7941.266666666667,car,3135,1162,3474,1368
7941.266666666667,car,1478,952,1774,1166
7941.266666666667,person,1299,971,1362,1124
7941.266666666667,traffic light,2885,752,2975,1001
7974.633333333334,car,2291,1906,3520,2142
7974.633333333334,traffic light,522,713,687,1094
7974.633333333334,person,263,1256,446,1769
7974.633333333334,person,3639,1187,3742,1443
7974.633333333334,traffic light,2874,751,2989,1047
7974.633333333334,person,105,1266,281,1739
7974.633333333334,car,1153,1047,1677,1264
7974.633333333334,car,2856,1134,3265,1289
7974.633333333334,car,2046,1031,2219,1157
7974.633333333334,person,3456,1150,3560,1397
7974.633333333334,car,1857,957,1962,1060
7974.633333333334,person,0,1196,71,1553
7974.633333333334,car,3118,1157,3478,1370
7974.633333333334,car,1501,955,1770,1172
7974.633333333334,person,3766,1185,3839,1412
8008.000000000001,car,2292,1906,3520,2142
8008.000000000001,traffic light,520,715,687,1094
8008.000000000001,person,267,1246,450,1759
8008.000000000001,person,3639,1169,3743,1443
8008.000000000001,traffic light,2874,752,2990,1047
8008.000000000001,person,108,1271,287,1740
8008.000000000001,car,1125,1048,1643,1264
8008.000000000001,car,2850,1133,3245,1287
8008.000000000001,car,2051,1031,2219,1156
8008.000000000001,person,3460,1149,3559,1398
8008.000000000001,car,1857,958,1961,1060
8008.000000000001,person,0,1194,65,1555
8008.000000000001,car,3105,1157,3485,1371
8008.000000000001,car,1477,956,1765,1174
8008.000000000001,person,3765,1177,3838,1412
8008.000000000001,traffic light,2885,754,2976,1012
8041.366666666667,car,2292,1902,3521,2142
8041.366666666667,traffic light,520,715,689,1094
8041.366666666667,person,271,1245,451,1750
8041.366666666667,person,3644,1170,3744,1443
8041.366666666667,traffic light,2870,753,2989,1074
8041.366666666667,person,108,1260,296,1742
8041.366666666667,car,1094,1048,1617,1264
8041.366666666667,car,2837,1129,3226,1289
8041.366666666667,car,2052,1031,2219,1157
8041.366666666667,person,3463,1149,3558,1398
8041.366666666667,car,1856,958,1960,1060
8041.366666666667,person,0,1194,60,1558
8041.366666666667,car,3108,1154,3487,1370
8041.366666666667,person,3762,1168,3838,1414
8041.366666666667,person,2845,1205,2969,1594
8041.366666666667,traffic light,2885,754,2978,1035
8074.7333333333345,car,2292,1901,3520,2142
8074.7333333333345,traffic light,520,715,690,1095
8074.7333333333345,person,277,1248,452,1745
8074.7333333333345,person,3650,1174,3744,1440
8074.7333333333345,traffic light,2869,753,2989,1086
8074.7333333333345,person,120,1257,301,1739
8074.7333333333345,car,1062,1048,1587,1265
8074.7333333333345,car,2831,1129,3205,1288
8074.7333333333345,car,2054,1031,2219,1157
8074.7333333333345,person,3465,1149,3557,1398
8074.7333333333345,car,1856,958,1960,1060
8074.7333333333345,person,0,1183,56,1561
8074.7333333333345,car,3097,1157,3485,1368
8074.7333333333345,person,3761,1180,3838,1417
8074.7333333333345,traffic light,2884,755,2979,1044
8074.7333333333345,person,3424,1149,3557,1401
8108.1,car,2292,1902,3520,2142
8108.1,traffic light,519,715,690,1094
8108.1,person,281,1250,453,1735
8108.1,person,3655,1187,3743,1434
8108.1,traffic light,2868,753,2989,1087
8108.1,person,121,1249,310,1740
8108.1,car,1033,1047,1555,1265
8108.1,car,2836,1128,3184,1286
8108.1,car,2056,1031,2219,1157
8108.1,person,3472,1147,3558,1397
8108.1,car,1856,957,1960,1060
8108.1,person,0,1189,48,1566
8108.1,car,3083,1153,3486,1369
8108.1,person,3759,1181,3838,1419
8108.1,traffic light,2884,755,2979,1045
8108.1,person,3424,1148,3557,1401
8108.1,car,1940,989,2055,1086
8141.466666666666,car,2292,1903,3518,2142
8141.466666666666,traffic light,522,714,688,1094
8141.466666666666,person,282,1254,458,1727
8141.466666666666,person,3653,1184,3742,1449
8141.466666666666,traffic light,2872,752,2995,1086
8141.466666666666,person,127,1255,322,1742
8141.466666666666,car,993,1049,1522,1264
8141.466666666666,car,2759,1128,3188,1287
8141.466666666666,car,2057,1031,2220,1157
8141.466666666666,person,3476,1146,3558,1396
8141.466666666666,car,1856,957,1960,1060
8141.466666666666,person,0,1190,42,1566
8141.466666666666,car,3081,1154,3486,1370
8141.466666666666,traffic light,2883,754,2980,1047
8141.466666666666,person,3423,1148,3556,1401
8141.466666666666,car,1940,989,2055,1086
8174.833333333334,car,2292,1904,3518,2142
8174.833333333334,traffic light,522,713,690,1093
8174.833333333334,person,281,1255,464,1723
8174.833333333334,person,3651,1186,3745,1458
8174.833333333334,traffic light,2869,753,2992,1093
8174.833333333334,person,127,1259,335,1737
8174.833333333334,car,960,1050,1493,1266
8174.833333333334,car,2715,1128,3154,1282
8174.833333333334,car,2058,1031,2220,1157
8174.833333333334,person,3479,1147,3559,1396
8174.833333333334,car,1856,957,1960,1060
8174.833333333334,person,0,1199,40,1563
8174.833333333334,car,3061,1152,3490,1371
8174.833333333334,traffic light,2883,754,2980,1048
8174.833333333334,person,3417,1150,3541,1401
8174.833333333334,car,1939,989,2054,1086
8208.199999999999,car,2291,1905,3518,2142
8208.199999999999,traffic light,522,713,689,1093
8208.199999999999,person,284,1257,469,1721
8208.199999999999,person,3650,1190,3745,1457
8208.199999999999,traffic light,2872,751,2995,1089
8208.199999999999,person,128,1257,342,1735
8208.199999999999,car,929,1046,1462,1263
8208.199999999999,car,2683,1127,3149,1281
8208.199999999999,car,2058,1032,2220,1157
8208.199999999999,person,3479,1147,3558,1397
8208.199999999999,car,1856,958,1960,1060
8208.199999999999,person,0,1211,37,1563
8208.199999999999,car,3055,1151,3486,1370
8208.199999999999,traffic light,2883,754,2980,1048
8208.199999999999,person,3414,1150,3544,1401
8208.199999999999,car,1939,989,2054,1085
8208.199999999999,person,3757,1184,3838,1417
8241.566666666668,car,2291,1903,3519,2142
8241.566666666668,traffic light,523,715,689,1092
8241.566666666668,person,291,1253,471,1717
8241.566666666668,person,3651,1187,3747,1462
8241.566666666668,traffic light,2873,752,2995,1066
8241.566666666668,person,144,1257,345,1730
8241.566666666668,car,892,1046,1434,1268
8241.566666666668,car,2659,1124,3180,1283
8241.566666666668,car,2057,1032,2221,1157
8241.566666666668,person,3479,1148,3558,1398
8241.566666666668,car,1856,959,1960,1060
8241.566666666668,person,0,1225,36,1561
8241.566666666668,car,3049,1154,3486,1370
8241.566666666668,person,3413,1152,3534,1402
8241.566666666668,car,1939,990,2048,1090
8241.566666666668,person,3415,1172,3489,1394
8241.566666666668,car,3201,1154,3492,1366
8241.566666666668,person,3767,1185,3838,1421
8274.933333333332,car,2291,1905,3520,2142
8274.933333333332,traffic light,520,715,693,1091
8274.933333333332,person,299,1247,477,1710
8274.933333333332,person,3650,1186,3747,1460
8274.933333333332,traffic light,2870,753,2991,1058
8274.933333333332,person,153,1247,360,1726
8274.933333333332,car,861,1049,1402,1268
8274.933333333332,car,2638,1121,3171,1285
8274.933333333332,car,2057,1032,2221,1157
8274.933333333332,person,3477,1147,3561,1395
8274.933333333332,car,1856,959,1959,1060
8274.933333333332,car,3046,1153,3489,1371
8274.933333333332,car,1939,990,2045,1092
8274.933333333332,person,3413,1171,3490,1396
8274.933333333332,person,3765,1177,3838,1421
8274.933333333332,car,0,1093,191,1295
8308.300000000001,car,2291,1904,3520,2142
8308.300000000001,traffic light,519,715,693,1092
8308.300000000001,person,301,1244,490,1700
8308.300000000001,person,3651,1188,3749,1456
8308.300000000001,traffic light,2869,752,2989,1058
8308.300000000001,person,158,1245,374,1726
8308.300000000001,car,827,1050,1369,1269
8308.300000000001,car,2618,1123,3182,1283
8308.300000000001,car,2056,1032,2220,1157
8308.300000000001,person,3478,1148,3559,1396
8308.300000000001,car,1856,958,1960,1060
8308.300000000001,car,3057,1153,3488,1372
8308.300000000001,car,1938,990,2043,1093
8308.300000000001,person,3409,1171,3492,1397
8308.300000000001,person,3766,1178,3838,1423
8308.300000000001,car,0,1097,188,1301
8308.300000000001,person,3409,1155,3527,1400
8341.666666666666,car,2292,1906,3521,2142
8341.666666666666,traffic light,519,716,694,1093
8341.666666666666,person,305,1246,498,1696
8341.666666666666,person,3644,1186,3750,1460
8341.666666666666,traffic light,2868,751,2989,1051
8341.666666666666,person,164,1195,381,1723
8341.666666666666,car,793,1051,1336,1269
8341.666666666666,car,2597,1119,3101,1278
8341.666666666666,car,2049,1031,2221,1158
8341.666666666666,person,3475,1146,3560,1395
8341.666666666666,car,1855,956,1962,1060
8341.666666666666,car,3021,1151,3486,1376
8341.666666666666,car,1939,990,2044,1094
8341.666666666666,person,3409,1169,3496,1400
8341.666666666666,person,3769,1180,3838,1425
8341.666666666666,car,0,1100,164,1296
8341.666666666666,person,3410,1154,3529,1402
8375.033333333335,car,2291,1906,3522,2142
8375.033333333335,traffic light,519,715,696,1094
8375.033333333335,person,314,1246,501,1700
8375.033333333335,person,3650,1186,3750,1458
8375.033333333335,traffic light,2863,752,2997,1085
8375.033333333335,person,182,1216,373,1722
8375.033333333335,car,759,1052,1305,1268
8375.033333333335,car,2578,1122,3101,1282
8375.033333333335,car,2047,1030,2220,1158
8375.033333333335,person,3479,1148,3558,1397
8375.033333333335,car,1855,955,1962,1060
8375.033333333335,car,3053,1151,3485,1381
8375.033333333335,car,1939,990,2049,1088
8375.033333333335,person,3410,1167,3495,1399
8375.033333333335,person,3763,1178,3838,1422
8375.033333333335,person,621,1275,812,1803
8375.033333333335,traffic light,2876,753,2990,1046
8408.4,car,2291,1907,3523,2142
8408.4,traffic light,520,718,693,1095
8408.4,person,311,1246,510,1708
8408.4,person,3661,1185,3748,1457
8408.4,traffic light,2866,752,2992,1080
8408.4,person,187,1208,359,1716
8408.4,car,735,1052,1274,1268
8408.4,car,2557,1121,3078,1286
8408.4,car,2048,1030,2220,1158
8408.4,person,3479,1148,3558,1397
8408.4,car,1856,956,1962,1060
8408.4,car,1939,990,2051,1087
8408.4,person,3410,1166,3494,1399
8408.4,person,3771,1175,3838,1421
8408.4,person,629,1279,824,1776
8408.4,traffic light,2882,753,2983,1045
8408.4,person,1296,972,1356,1094
8408.4,car,3158,1151,3488,1378
8441.766666666666,car,2291,1908,3523,2142
8441.766666666666,traffic light,519,717,692,1095
8441.766666666666,person,305,1251,514,1711
8441.766666666666,person,3668,1184,3748,1442
8441.766666666666,traffic light,2867,752,2991,1082
8441.766666666666,person,210,1218,363,1702
8441.766666666666,car,783,1052,1241,1264
8441.766666666666,car,2535,1120,3061,1304
8441.766666666666,car,2051,1031,2221,1158
8441.766666666666,person,3479,1150,3558,1398
8441.766666666666,car,1855,955,1962,1060
8441.766666666666,car,1939,989,2054,1086
8441.766666666666,person,3409,1167,3495,1400
8441.766666666666,person,3760,1181,3838,1419
8441.766666666666,person,639,1280,837,1750
8441.766666666666,traffic light,2884,753,2979,1044
8441.766666666666,person,710,1282,837,1729
